brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Deep Espresso,https://images.ulta.com/is/image/Ulta/2558957sw?$50px$,Deep Espresso,Deep Espresso,NA,RGB,#2F2828,0,0.08045977,0.170588235
Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,100 Sudan (for the deepest darkest skin w/ a cool undertone)  selected,https://images.ulta.com/is/image/Ulta/2550479sw?$tn$,100 Sudan (for the deepest darkest skin w/ a cool undertone),Sudan,100,RGB,#382725,6.315789474,0.204301075,0.182352941
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Nude Mocha,https://images.ulta.com/is/image/Ulta/2557356sw?$50px$,Nude Mocha,Nude Mocha,NA,RGB,#392928,3.529411765,0.175257732,0.190196078
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,92NN (ultra-deep neutral w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2549589sw?$50px$,92NN (ultra-deep neutral w/ neutral undertone),NA,92NN,RGB,#392B27,13.33333333,0.1875,0.188235294
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.75 Neutral very deep with neutral undertones,/productimages/sku/s2173011+sw.jpg,4.75 Neutral,Neutral,4.75,RGB,#3A2115,19.45945946,0.46835443,0.154901961
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.120 Neutral (deepest w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2541893sw?$50px$,F5.120 Neutral (deepest w/ neutral undertones),Neutral,F5.120,RGB,#3B2D28,15.78947368,0.191919192,0.194117647
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,142 Deep (deep w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2553489sw?$50px$,142 Deep (deep w/ neutral undertones),Deep,142,RGB,#3D2A24,14.4,0.257731959,0.190196078
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,590C (very deep skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551459sw?$50px$,590C (very deep skin with a cool undertone),NA,590C,RGB,#3E2822,12.85714286,0.291666667,0.188235294
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.110 Warm (deepest w/ rich red undertones),https://images.ulta.com/is/image/Ulta/2541904sw?$50px$,F5.110 Warm (deepest w/ rich red undertones),Warm,F5.110,RGB,#3E2927,5.217391304,0.227722772,0.198039216
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 87 N (rich deep ebony with neutral undertone),https://images.ulta.com/is/image/Ulta/2570613sw?$50px$,Deep 87 N (rich deep ebony with neutral undertone),Deep   N,87,RGB,#412A28,4.8,0.238095238,0.205882353
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,580W (very deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551461sw?$50px$,580W (very deep skin with a warm red undertone),NA,580W,RGB,#422922,13.125,0.32,0.196078431
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Rich Cocoa,https://images.ulta.com/is/image/Ulta/2558958sw?$50px$,Rich Cocoa,Rich Cocoa,NA,RGB,#432C2A,4.8,0.229357798,0.21372549
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.100 Neutral (deepest w/ slightly red undertones),https://images.ulta.com/is/image/Ulta/2541892sw?$50px$,F5.100 Neutral (deepest w/ slightly red undertones),Neutral,F5.100,RGB,#432D27,12.85714286,0.264150943,0.207843137
e.l.f. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,Ebony (richest with neutral-cool undertones),https://images.ulta.com/is/image/Ulta/2554513sw?$50px$,Ebony (richest with neutral-cool undertones),Ebony,NA,RGB,#432D29,9.230769231,0.240740741,0.211764706
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,141 Deep (deep w/ golden undertones),https://images.ulta.com/is/image/Ulta/2553488sw?$50px$,141 Deep (deep w/ golden undertones),Deep,141,RGB,#442E24,18.75,0.307692308,0.203921569
L.A. Girl,Pro Matte Mixing Pigment,https://www.ulta.com/pro-matte-mixing-pigment?productId=pimprod2003317,Blue  selected,https://images.ulta.com/is/image/Ulta/2540122sw?$tn$,Blue,Blue,NA,RGB,#4460F3,230.4,0.879396985,0.609803922
ZOEVA,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,440C Wise (very deep cool tone),https://images.ulta.com/is/image/Ulta/2554243sw?$50px$,440C Wise (very deep cool tone),Wise,440C,RGB,#452722,8.571428571,0.339805825,0.201960784
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,570N (deep skin with a neutral red undertone),https://images.ulta.com/is/image/Ulta/2551460sw?$50px$,570N (deep skin with a neutral red undertone),NA,570N,RGB,#452A21,15,0.352941176,0.2
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,https://www.sephora.com/product/givenchy-teint-couture-city-balm-radiant-perfecting-skin-tint-spf-25-P454977?icid2=products%20grid:p454977,N490 deep with neutral undertones,/productimages/sku/s2329373+sw.jpg,N490 1 oz/ 30 mL,NA,N490,RGB,#45312E,7.826086957,0.2,0.225490196
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Ganache richest with neutral undertones,/productimages/sku/s2084705+sw.jpg,Ganache 1 oz,Ganache,NA,RGB,#462B21,16.21621622,0.359223301,0.201960784
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 85 W (rich deep truffle with warm undertone),https://images.ulta.com/is/image/Ulta/2570612sw?$50px$,Deep 85 W (rich deep truffle with warm undertone),Deep   W,85,RGB,#462D26,13.125,0.296296296,0.211764706
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,90CB (ultra-deep cool w/ plum undertone),https://images.ulta.com/is/image/Ulta/2549579sw?$50px$,90CB (ultra-deep cool w/ plum undertone),NA,90CB,RGB,#463631,14.28571429,0.176470588,0.233333333
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",https://images.ulta.com/is/image/Ulta/2529031sw?$50px$,"Chestnut 6C3 (deepest, rich espresso w/ cool undertones)",Chestnut,6C3,RGB,#472D29,8,0.267857143,0.219607843
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,DPN6 Espresso (rich brown skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2544532sw?$50px$,DPN6 Espresso (rich brown skin w/ neutral undertones),Espresso,DPN6,RGB,#47302C,8.888888889,0.234782609,0.225490196
Beauty Bakerie,InstaBake Aqua Glass Foundation,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084,301 Neutral,https://images.ulta.com/is/image/Ulta/2552710sw?$50px$,301 Neutral,Neutral,301,RGB,#47312A,14.48275862,0.256637168,0.221568627
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,https://www.ulta.com/true-portrait-medium-coverage-shake-foundation?productId=pimprod2018125,Deep 098 (rich-deep with neutral undertone),https://images.ulta.com/is/image/Ulta/2570671sw?$50px$,Deep 098 (rich-deep with neutral undertone),Deep,98,RGB,#483329,19.35483871,0.274336283,0.221568627
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.90 Olive (deepest w/ rich green undertones),https://images.ulta.com/is/image/Ulta/2541971sw?$50px$,F5.90 Olive (deepest w/ rich green undertones),Olive,F5.90,RGB,#483427,23.63636364,0.297297297,0.217647059
Catrice,HD Liquid Coverage Foundation,https://www.ulta.com/hd-liquid-coverage-foundation?productId=xlsImpprod16021093,098 Deep Mocha,https://images.ulta.com/is/image/Ulta/2558564sw?$50px$,098 Deep Mocha,Deep Mocha,98,RGB,#493329,18.75,0.280701754,0.223529412
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,560W (deep skin with a warm beige undertone),https://images.ulta.com/is/image/Ulta/2551458sw?$50px$,560W (deep skin with a warm beige undertone),NA,560W,RGB,#4A2D23,15.38461538,0.357798165,0.21372549
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,140 Deep (deep w/ warm w/ red undertones),https://images.ulta.com/is/image/Ulta/2553487sw?$50px$,140 Deep (deep w/ warm w/ red undertones),Deep,140,RGB,#4A3029,12.72727273,0.286956522,0.225490196
Dermablend,Flawless Creator Liquid Foundation Drops,https://www.ulta.com/flawless-creator-liquid-foundation-drops?productId=xlsImpprod16661005,90N (very deep skin with neutral undertones),https://images.ulta.com/is/image/Ulta/2518680sw?$50px$,90N (very deep skin with neutral undertones),NA,90N,RGB,#4B3327,20,0.315789474,0.223529412
Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,120 Chad (for the deepest darkest skin w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2550480sw?$50px$,120 Chad (for the deepest darkest skin w/ neutral undertone),Chad,120,RGB,#4C2C26,9.473684211,0.333333333,0.223529412
Makeup Revolution,Fast Base Stick Foundation,https://www.ulta.com/fast-base-stick-foundation?productId=xlsImpprod18241087,F18 (for dark skin tones with a warm undertone) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2527614sw?$50px$,F18 (for dark skin tones with a warm undertone),NA,F18,RGB,#4C2E23,16.09756098,0.369369369,0.217647059
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,139 Deep (deep w/ neutral w/ red undertones),https://images.ulta.com/is/image/Ulta/2553486sw?$50px$,139 Deep (deep w/ neutral w/ red undertones),Deep,139,RGB,#4D3329,16.66666667,0.305084746,0.231372549
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,550W (deep skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551456sw?$50px$,550W (deep skin with a neutral undertone),NA,550W,RGB,#4E2F22,17.72727273,0.392857143,0.219607843
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,91WR (ultra-deep warm w/ rich undertone),https://images.ulta.com/is/image/Ulta/2549586sw?$50px$,91WR (ultra-deep warm w/ rich undertone),NA,91WR,RGB,#4E312D,7.272727273,0.268292683,0.241176471
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,90WO (ultra-deep warm w/ peachy undertone),https://images.ulta.com/is/image/Ulta/2549583sw?$50px$,90WO (ultra-deep warm w/ peachy undertone),NA,90WO,RGB,#4E332B,13.71428571,0.289256198,0.237254902
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,https://www.sephora.com/product/fenty-beauty-rihanna-pro-filt-r-soft-matte-powder-foundation-P466829?icid2=products%20grid:p466829,"498 for very rich, deep skin with neutral undertones",/productimages/sku/s2413839+sw.jpg,498 0.32 oz/ 9.1 g,NA,498,RGB,#4E3530,10,0.238095238,0.247058824
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,520W (deep skin with a red olive undertone),https://images.ulta.com/is/image/Ulta/2551449sw?$50px$,520W (deep skin with a red olive undertone),NA,520W,RGB,#4F2E1E,19.59183673,0.449541284,0.21372549
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cacao 6C2 (very deep espresso w/ cool undertones),https://images.ulta.com/is/image/Ulta/2528180sw?$50px$,Cacao 6C2 (very deep espresso w/ cool undertones),Cacao,6C2,RGB,#4F322C,10.28571429,0.284552846,0.241176471
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,https://www.ulta.com/true-portrait-medium-coverage-shake-foundation?productId=pimprod2018125,Deep 096 (rich-deep golden with neutral undertone),https://images.ulta.com/is/image/Ulta/2570611sw?$50px$,Deep 096 (rich-deep golden with neutral undertone),Deep,96,RGB,#4F352B,16.66666667,0.295081967,0.239215686
Too Faced,Born This Way Undetectable Medium-to-Full Coverage Foundation,https://www.ulta.com/born-this-way-undetectable-medium-full-coverage-foundation?productId=xlsImpprod12621017,Truffle (rich w/ golden undertones),https://images.ulta.com/is/image/Ulta/2529027sw?$50px$,Truffle (rich w/ golden undertones),Truffle,NA,RGB,#502F27,11.70731707,0.344537815,0.233333333
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.80 Neutral (deepest w/ slightly golden undertones),https://images.ulta.com/is/image/Ulta/2541972sw?$50px$,F5.80 Neutral (deepest w/ slightly golden undertones),Neutral,F5.80,RGB,#50332B,12.97297297,0.300813008,0.241176471
Milani,Conceal + Perfect Smooth Finish Cream-To-Powder Foundation,https://www.ulta.com/conceal-perfect-smooth-finish-cream-powder-foundation?productId=pimprod2012993,Cool Cocoa,https://images.ulta.com/is/image/Ulta/2558886sw?$50px$,Cool Cocoa,Cool Cocoa,NA,RGB,#50342F,9.090909091,0.25984252,0.249019608
Dose Of Colors,Meet Your Hue Foundation,https://www.ulta.com/meet-your-hue-foundation?productId=pimprod2008052,138 Deep (deep w/ cool neutral undertones),https://images.ulta.com/is/image/Ulta/2553485sw?$50px$,138 Deep (deep w/ cool neutral undertones),Deep,138,RGB,#503628,21,0.333333333,0.235294118
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,DPN4 Coffee (rich brown skin w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2545385sw?$50px$,DPN4 Coffee (rich brown skin w/ neutral undertones),Coffee,DPN4,RGB,#503630,11.25,0.25,0.250980392
PAT McGRATH LABS,Sublime Perfection Foundation,https://www.sephora.com/product/skin-fetish-sublime-perfection-foundation-P447519?icid2=products%20grid:p447519,Deep 35 deepest with red neutral undertones,/productimages/sku/s2257210+sw.jpg,Deep 35 1.18 oz/ 35 ml,Deep,35,RGB,#512F22,16.59574468,0.408695652,0.225490196
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 83 C (rich deep cocoa with cool undertone),https://images.ulta.com/is/image/Ulta/2570727sw?$50px$,Deep 83 C (rich deep cocoa with cool undertone),Deep   C,83,RGB,#513029,10.5,0.327868852,0.239215686
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,Deep Ebony (deepest deep espresso w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2547543sw?$50px$,Deep Ebony (deepest deep espresso w/ neutral undertone),Deep Ebony,NA,RGB,#513228,14.63414634,0.338842975,0.237254902
PAT McGRATH LABS,Sublime Perfection Foundation,https://www.sephora.com/product/skin-fetish-sublime-perfection-foundation-P447519?icid2=products%20grid:p447519,Deep 36 deepest with neutral undertones  ,/productimages/sku/s2257228+sw.jpg,Deep 36 1.18 oz/ 35 ml,Deep,36,RGB,#513624,24,0.384615385,0.229411765
L'Oréal,Infallible Fresh Wear 24HR Foundation,https://www.ulta.com/infallible-fresh-wear-24hr-foundation?productId=pimprod2002481,Ebony,https://images.ulta.com/is/image/Ulta/2538154sw?$50px$,Ebony,Ebony,NA,RGB,#513D37,13.84615385,0.191176471,0.266666667
Beauty Bakerie,InstaBake Aqua Glass Foundation,https://www.ulta.com/instabake-aqua-glass-foundation?productId=pimprod2009084,303 Warm,https://images.ulta.com/is/image/Ulta/2552711sw?$50px$,303 Warm,Warm,303,RGB,#52382D,17.83783784,0.291338583,0.249019608
CoverGirl,Full Spectrum Matte Ambition All Day Foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productId=pimprod2002621,Deep Cool 3  selected,https://images.ulta.com/is/image/Ulta/2540489sw?$tn$,Deep Cool 3,Deep Cool,3,RGB,#523B33,15.48387097,0.233082707,0.260784314
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.60 Neutral very deep with neutral undertones,/productimages/sku/s2097376+sw.jpg,4.60 Neutral,Neutral,4.6,RGB,#532E15,24.19354839,0.596153846,0.203921569
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,510W (deep skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551448sw?$50px$,510W (deep skin with a warm undertone),NA,510W,RGB,#533020,18.82352941,0.443478261,0.225490196
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,https://www.ulta.com/amazonian-clay-full-coverage-foundation-spf-15?productId=xlsImpprod4130103,60H Mahogany (very deep skin w/ peach undertones),https://images.ulta.com/is/image/Ulta/2538333sw?$50px$,60H Mahogany (very deep skin w/ peach undertones),Mahogany,60H,RGB,#53332A,13.17073171,0.328,0.245098039
Makeup Revolution,Conceal & Glow Foundation,https://www.ulta.com/conceal-glow-foundation?productId=pimprod2019330,F18 (dark skin tones w/ warm undertone)  selected,https://images.ulta.com/is/image/Ulta/2570196sw?$tn$,F18 (dark skin tones w/ warm undertone),NA,F18,RGB,#533730,12,0.267175573,0.256862745
L.A. Girl,Pro.Matte Foundation,https://www.ulta.com/promatte-foundation?productId=xlsImpprod17631407,Ebony,https://images.ulta.com/is/image/Ulta/2540131sw?$50px$,Ebony,Ebony,NA,RGB,#534139,18.46153846,0.185714286,0.274509804
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,https://www.sephora.com/product/bounce-liquid-whip-longwear-foundation-P433987?icid2=products%20grid:p433987,4.70 Cool very deep with cool undertones,/productimages/sku/s2097384+sw.jpg,4.70 Cool,Cool,4.7,RGB,#542911,21.49253731,0.663366337,0.198039216
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Rich Mahogany,https://images.ulta.com/is/image/Ulta/2558956sw?$50px$,Rich Mahogany,Rich Mahogany,NA,RGB,#54332A,12.85714286,0.333333333,0.247058824
Juvia's Place,I Am Magic Foundation,https://www.ulta.com/i-am-magic-foundation?productId=pimprod2006831,110 Senegal (for the deepest darkest skin w/ a neutral undertone),https://images.ulta.com/is/image/Ulta/2550477sw?$50px$,110 Senegal (for the deepest darkest skin w/ a neutral undertone),Senegal,110,RGB,#54332B,11.70731707,0.322834646,0.249019608
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,91NN (ultra-deep neutral w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2549577sw?$50px$,91NN (ultra-deep neutral w/ neutral undertone),NA,91NN,RGB,#543F35,19.35483871,0.226277372,0.268627451
HOURGLASS,Vanish Seamless Finish Liquid Foundation,https://www.ulta.com/vanish-seamless-finish-liquid-foundation?productId=pimprod2020422,"Espresso (deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2575782sw?$50px$,"Espresso (deep, cool undertone)",Espresso,NA,RGB,#544034,22.5,0.235294118,0.266666667
HOURGLASS,Vanish Seamless Finish Foundation Stick,https://www.ulta.com/vanish-seamless-finish-foundation-stick?productId=pimprod2020481,"Espresso (deep, cool undertone)",https://images.ulta.com/is/image/Ulta/2572557sw?$50px$,"Espresso (deep, cool undertone)",Espresso,NA,RGB,#544034,22.5,0.235294118,0.266666667
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,540W (deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551457sw?$50px$,540W (deep skin with a warm red undertone),NA,540W,RGB,#552E21,15,0.440677966,0.231372549
L'Oréal,Infallible Pro-Matte Liquid Longwear Foundation,https://www.ulta.com/infallible-pro-matte-liquid-longwear-foundation?productId=xlsImpprod11861081,Rich Ebony 115,https://images.ulta.com/is/image/Ulta/2547754sw?$50px$,Rich Ebony 115,Rich Ebony,115,RGB,#552F22,15.29411765,0.428571429,0.233333333
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.70 Warm (deepest w/ peach red undertones),https://images.ulta.com/is/image/Ulta/2541896sw?$50px$,F5.70 Warm (deepest w/ peach red undertones),Warm,F5.70,RGB,#553427,16.95652174,0.370967742,0.243137255
PÜR,4-in-1 Pressed Mineral Powder Foundation SPF 15,https://www.ulta.com/4-in-1-pressed-mineral-powder-foundation-spf-15?productId=xlsImpprod3790037,Truffle DPP4 (rich brown skin w/ pink undertones ),https://images.ulta.com/is/image/Ulta/2550923sw?$50px$,Truffle DPP4 (rich brown skin w/ pink undertones ),Truffle,DPP4,RGB,#563229,12,0.354330709,0.249019608
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,DPP4 Coffee (rich brown skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2544530sw?$50px$,DPP4 Coffee (rich brown skin w/ pink undertones),Coffee,DPP4,RGB,#56332C,10,0.323076923,0.254901961
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,https://www.sephora.com/product/givenchy-teint-couture-city-balm-radiant-perfecting-skin-tint-spf-25-P454977?icid2=products%20grid:p454977,W480 deep with warm undertones,/productimages/sku/s2329365+sw.jpg,W480 1 oz/ 30 mL,NA,W480,RGB,#563530,7.894736842,0.28358209,0.262745098
KVD Vegan Beauty,Lock-It Foundation,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Deep 81 C (deep espresso with cool undertone),https://images.ulta.com/is/image/Ulta/2570726sw?$50px$,Deep 81 C (deep espresso with cool undertone),Deep   C,81,RGB,#563629,17.33333333,0.354330709,0.249019608
NYX Professional Makeup,Total Control Pro Drop Foundation,https://www.ulta.com/total-control-pro-drop-foundation?productId=pimprod2022024,Deep Ebony OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2572974sw?$50px$,Deep Ebony,Deep Ebony,NA,RGB,#56372D,14.63414634,0.312977099,0.256862745
Urban Decay Cosmetics,Stay Naked Weightless Liquid Foundation,https://www.ulta.com/stay-naked-weightless-liquid-foundation?productId=pimprod2007471,90WR (ultra-deep warm w/ rich undertone),https://images.ulta.com/is/image/Ulta/2549588sw?$50px$,90WR (ultra-deep warm w/ rich undertone),NA,90WR,RGB,#563831,11.35135135,0.274074074,0.264705882
ZOEVA,Authentik Skin Natural Luminous Foundation,https://www.ulta.com/authentik-skin-natural-luminous-foundation?productId=pimprod2008861,430N Warrior (very deep neutral tone),https://images.ulta.com/is/image/Ulta/2554238sw?$50px$,430N Warrior (very deep neutral tone),Warrior,430N,RGB,#57241C,8.13559322,0.513043478,0.225490196
PÜR,4-In-1 Love Your Selfie Longwear Foundation & Concealer,https://www.ulta.com/4-in-1-love-your-selfie-longwear-foundation-concealer?productId=pimprod2005671,DPP6 Espresso (rich brown skin w/ pink undertones),https://images.ulta.com/is/image/Ulta/2545386sw?$50px$,DPP6 Espresso (rich brown skin w/ pink undertones),Espresso,DPP6,RGB,#57302D,4.285714286,0.318181818,0.258823529
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,Deep Espresso (deepest deep espresso w/ cool undertone),https://images.ulta.com/is/image/Ulta/2547547sw?$50px$,Deep Espresso (deepest deep espresso w/ cool undertone),Deep Espresso,NA,RGB,#57352D,11.42857143,0.318181818,0.258823529
Milani,Screen Queen Foundation,https://www.ulta.com/screen-queen-foundation?productId=pimprod2012994,Warm Mocha,https://images.ulta.com/is/image/Ulta/2558948sw?$50px$,Warm Mocha,Warm Mocha,NA,RGB,#57352F,9,0.298507463,0.262745098
Morphe,Fluidity Full-Coverage Foundation,https://www.ulta.com/fluidity-full-coverage-foundation?productId=pimprod2003463,F5.40 Warm (deep w/ golden undertones),https://images.ulta.com/is/image/Ulta/2541967sw?$50px$,F5.40 Warm (deep w/ golden undertones),Warm,F5.40,RGB,#573828,20.42553191,0.37007874,0.249019608
NYX Professional Makeup,Born To Glow Naturally Radiant Foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productId=pimprod2006994,Chestnut (deepest deep w/ neutral undertone),https://images.ulta.com/is/image/Ulta/2546614sw?$50px$,Chestnut (deepest deep w/ neutral undertone),Chestnut,NA,RGB,#57392B,19.09090909,0.338461538,0.254901961
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,https://www.sephora.com/product/gucci-fluide-de-beaute-fini-naturel-natural-finish-fluid-foundation-P467622?icid2=products%20grid:p467622,580N deep with neutral undertones,/productimages/sku/s2405389+sw.jpg,580N 1 oz /30 ml,NA,580N,RGB,#57392C,18.13953488,0.328244275,0.256862745
Bobbi Brown,Skin Foundation Stick,https://www.sephora.com/product/foundation-stick-P270549?icid2=products%20grid:p270549,Cool Espresso (C-116) rich brown with red-blue undertones for deepest skin,/productimages/sku/s1809813+sw.jpg,Cool Espresso (C-116) 0.31 oz/ 9 g,Cool Espresso,NA,RGB,#57423B,15,0.191780822,0.28627451
Makeup Revolution,Conceal & Define Full Coverage Foundation,https://www.ulta.com/conceal-define-full-coverage-foundation?productId=pimprod2000323,F17.5 (for dark skin tones w/ an olive undertone),https://images.ulta.com/is/image/Ulta/2542389sw?$50px$,F17.5 (for dark skin tones w/ an olive undertone),NA,F17.5,RGB,#582E23,12.45283019,0.430894309,0.241176471
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,https://www.ulta.com/teint-idole-ultra-wear-24h-long-wear-foundation?productId=xlsImpprod4700057,560 Suede C (dark ebony skin w/ cool/pink undertones),https://images.ulta.com/is/image/Ulta/2244423sw?$50px$,560 Suede C (dark ebony skin w/ cool/pink undertones),Suede C,560,RGB,#583523,20.37735849,0.430894309,0.241176471
Maybelline,Fit Me Dewy + Smooth Foundation,https://www.ulta.com/fit-me-dewy-smooth-foundation?productId=xlsImpprod2980151,Java,https://images.ulta.com/is/image/Ulta/2537781sw?$50px$,Java,Java,NA,RGB,#583D27,26.93877551,0.385826772,0.249019608
Makeup Revolution,Conceal & Define Full Coverage Foundation,https://www.ulta.com/conceal-define-full-coverage-foundation?productId=pimprod2000323,F17.7 (for dark skin tones w/ an orange undertone),https://images.ulta.com/is/image/Ulta/2542370sw?$50px$,F17.7 (for dark skin tones w/ an orange undertone),NA,F17.7,RGB,#58403C,8.571428571,0.189189189,0.290196078
